LOCATION,REFERENCEPERIOD,obsTime,obsValue,OBS_STATUS
AUT,2010,1970.0,849.863,NA
AUT,2010,1971.0,876.7198,NA
AUT,2010,1972.0,924.9049,NA
AUT,2010,1973.0,983.3833,NA
AUT,2010,1974.0,1068.3942,NA
AUT,2010,1975.0,1365.5542,NA
AUT,2010,1976.0,1481.9085,NA
AUT,2010,1977.0,1543.0276,NA
AUT,2010,1978.0,1602.6562,NA
AUT,2010,1979.0,1685.3273,NA
AUT,2010,1980.0,1738.9518,NA
AUT,2010,1981.0,1485.8219,NA
AUT,2010,1982.0,1508.3548,NA
AUT,2010,1983.0,1512.4136,NA
AUT,2010,1984.0,1525.3671,NA
AUT,2010,1985.0,1597.0039,NA
AUT,2010,1986.0,1661.8794,NA
AUT,2010,1987.0,1763.1259,NA
AUT,2010,1988.0,1816.3715,NA
AUT,2010,1989.0,1920.5468,NA
AUT,2010,1990.0,2347.0307,B
AUT,2010,1991.0,2423.6339,NA
AUT,2010,1992.0,2540.0944,NA
AUT,2010,1993.0,2696.6659,NA
AUT,2010,1994.0,2875.3106,NA
AUT,2010,1995.0,2925.7651,NA
AUT,2010,1996.0,2978.1928,NA
AUT,2010,1997.0,3074.4388,NA
AUT,2010,1998.0,3240.746,NA
AUT,2010,1999.0,3404.3271,NA
AUT,2010,2e3,3472.7366,NA
AUT,2010,2001.0,3531.3159,NA
AUT,2010,2002.0,3620.3297,NA
AUT,2010,2003.0,3695.6138,NA
AUT,2010,2004.0,3797.4718,NA
AUT,2010,2005.0,3826.3191,NA
AUT,2010,2006.0,3893.9178,NA
AUT,2010,2007.0,4020.3699,NA
AUT,2010,2008.0,4136.9982,NA
AUT,2010,2009.0,4178.429,NA
AUT,2010,2010.0,4236.3164,NA
AUT,2010,2011.0,4253.5175,NA
AUT,2010,2012.0,4362.1556,NA
AUT,2010,2013.0,4352.5783,NA
AUT,2010,2014.0,4390.1259,NA
AUT,2010,2015.0,4425.6932,E
BEL,2010,1970.0,683.3738,D
BEL,2010,1971.0,723.5906,D
BEL,2010,1972.0,788.4374,D
BEL,2010,1973.0,891.1623,D
BEL,2010,1974.0,939.3939,D
BEL,2010,1975.0,1154.0117,D
BEL,2010,1976.0,1262.6339,D
BEL,2010,1977.0,1372.7239,D
BEL,2010,1978.0,1453.5338,D
BEL,2010,1979.0,1482.0677,D
BEL,2010,1980.0,1494.2748,D
BEL,2010,1981.0,1590.1579,D
BEL,2010,1982.0,1655.4796,D
BEL,2010,1983.0,1701.4332,D
BEL,2010,1984.0,1703.9211,D
BEL,2010,1985.0,1744.1525,D
BEL,2010,1986.0,1819.5336,D
BEL,2010,1987.0,1888.226,D
BEL,2010,1988.0,1970.8607,D
BEL,2010,1989.0,2015.7184,D
BEL,2010,1990.0,2085.3743,D
BEL,2010,1991.0,2208.0614,D
BEL,2010,1992.0,2286.7203,D
BEL,2010,1993.0,2292.4751,D
BEL,2010,1994.0,2297.5698,D
BEL,2010,1995.0,2334.5471,B
BEL,2010,1996.0,2454.2452,NA
BEL,2010,1997.0,2492.5703,NA
BEL,2010,1998.0,2577.5149,NA
BEL,2010,1999.0,2720.044,NA
BEL,2010,2e3,2826.9874,NA
BEL,2010,2001.0,2898.5499,NA
BEL,2010,2002.0,2994.2747,NA
BEL,2010,2003.0,3305.4234,B
BEL,2010,2004.0,3418.6101,NA
BEL,2010,2005.0,3442.567,NA
BEL,2010,2006.0,3469.8104,NA
BEL,2010,2007.0,3577.1295,NA
BEL,2010,2008.0,3725.1113,NA
BEL,2010,2009.0,3900.7277,NA
BEL,2010,2010.0,3901.9126,NA
BEL,2010,2011.0,3986.078,NA
BEL,2010,2012.0,4006.2239,NA
BEL,2010,2013.0,4062.795,NA
BEL,2010,2014.0,4097.5951,NA
BEL,2010,2015.0,4120.0479,E
DEU,2010,1970.0,1219.428,NA
DEU,2010,1971.0,1358.2333,NA
DEU,2010,1972.0,1480.9197,NA
DEU,2010,1973.0,1619.966,NA
DEU,2010,1974.0,1757.4922,NA
DEU,2010,1975.0,1906.5468,NA
DEU,2010,1976.0,2015.1658,NA
DEU,2010,1977.0,2070.2065,NA
DEU,2010,1978.0,2154.6998,NA
DEU,2010,1979.0,2201.3952,NA
DEU,2010,1980.0,2282.4014,NA
DEU,2010,1981.0,2374.1244,NA
DEU,2010,1982.0,2319.1311,NA
DEU,2010,1983.0,2361.1298,NA
DEU,2010,1984.0,2472.1423,NA
DEU,2010,1985.0,2579.6387,NA
DEU,2010,1986.0,2603.9363,NA
DEU,2010,1987.0,2668.4883,NA
DEU,2010,1988.0,2812.9428,NA
DEU,2010,1989.0,2689.5098,NA
DEU,2010,1990.0,2774.6817,NA
DEU,2010,1992.0,2909.8528,B
DEU,2010,1993.0,2853.0909,NA
DEU,2010,1994.0,2989.637,NA
DEU,2010,1995.0,3122.131,NA
DEU,2010,1996.0,3241.8944,NA
DEU,2010,1997.0,3257.2866,NA
DEU,2010,1998.0,3327.2647,NA
DEU,2010,1999.0,3414.5749,NA
DEU,2010,2e3,3536.3549,NA
DEU,2010,2001.0,3603.768,NA
DEU,2010,2002.0,3687.3766,NA
DEU,2010,2003.0,3745.138,NA
DEU,2010,2004.0,3704.9553,NA
DEU,2010,2005.0,3787.1331,NA
DEU,2010,2006.0,3875.1386,NA
DEU,2010,2007.0,3950.1671,NA
DEU,2010,2008.0,4079.0901,NA
DEU,2010,2009.0,4232.5762,NA
DEU,2010,2010.0,4358.6128,NA
DEU,2010,2011.0,4396.4446,NA
DEU,2010,2012.0,4516.9885,NA
DEU,2010,2013.0,4589.3728,NA
DEU,2010,2014.0,4684.4851,NA
DEU,2010,2015.0,4772.328,P
NOR,2010,1970.0,846.9044,NA
NOR,2010,1971.0,948.4623,NA
NOR,2010,1972.0,1068.0202,NA
NOR,2010,1973.0,1147.8994,NA
NOR,2010,1974.0,1184.7628,NA
NOR,2010,1975.0,1312.8012,NA
NOR,2010,1976.0,1397.1974,NA
NOR,2010,1977.0,1499.7419,NA
NOR,2010,1978.0,1699.6421,NA
NOR,2010,1979.0,1651.6198,NA
NOR,2010,1980.0,1737.859,NA
NOR,2010,1981.0,1782.7722,NA
NOR,2010,1982.0,1833.8316,NA
NOR,2010,1983.0,1947.5575,NA
NOR,2010,1984.0,1938.0624,NA
NOR,2010,1985.0,2025.9757,NA
NOR,2010,1986.0,2075.2096,NA
NOR,2010,1987.0,2140.5139,NA
NOR,2010,1988.0,2119.0708,NA
NOR,2010,1989.0,2112.6695,NA
NOR,2010,1990.0,2519.8144,NA
NOR,2010,1991.0,2660.3272,NA
NOR,2010,1992.0,2737.9341,NA
NOR,2010,1993.0,2761.3593,B
NOR,2010,1994.0,2800.1692,NA
NOR,2010,1995.0,2863.3941,NA
NOR,2010,1996.0,3034.7886,NA
NOR,2010,1997.0,3426.2475,B
NOR,2010,1998.0,3639.4707,NA
NOR,2010,1999.0,3826.0384,NA
NOR,2010,2e3,4003.9711,NA
NOR,2010,2001.0,4139.3039,B
NOR,2010,2002.0,4504.0563,NA
NOR,2010,2003.0,4633.588,NA
NOR,2010,2004.0,4734.1539,NA
NOR,2010,2005.0,4822.7491,NA
NOR,2010,2006.0,4846.3557,NA
NOR,2010,2007.0,4965.1445,NA
NOR,2010,2008.0,5149.5973,NA
NOR,2010,2009.0,5254.0755,NA
NOR,2010,2010.0,5240.4165,NA
NOR,2010,2011.0,5387.9816,NA
NOR,2010,2012.0,5499.0862,NA
NOR,2010,2013.0,5557.2025,NA
NOR,2010,2014.0,5730.1556,P
NOR,2010,2015.0,5926.4438,P
KOR,2010,1970.0,66.7592,NA
KOR,2010,1971.0,62.9344,NA
KOR,2010,1972.0,60.3042,NA
KOR,2010,1973.0,58.3564,NA
KOR,2010,1974.0,54.4368,NA
KOR,2010,1975.0,86.3197,NA
KOR,2010,1976.0,96.7781,NA
KOR,2010,1977.0,101.5091,NA
KOR,2010,1978.0,120.0487,NA
KOR,2010,1979.0,166.8291,NA
KOR,2010,1980.0,177.1629,NA
KOR,2010,1981.0,194.2137,NA
KOR,2010,1982.0,204.6142,NA
KOR,2010,1983.0,221.4358,NA
KOR,2010,1984.0,229.6374,NA
KOR,2010,1985.0,247.7922,NA
KOR,2010,1986.0,262.6692,NA
KOR,2010,1987.0,284.914,NA
KOR,2010,1988.0,329.3889,NA
KOR,2010,1989.0,400.0955,NA
KOR,2010,1990.0,428.9749,NA
KOR,2010,1991.0,448.4251,NA
KOR,2010,1992.0,487.7438,NA
KOR,2010,1993.0,503.5979,NA
KOR,2010,1994.0,518.4574,NA
KOR,2010,1995.0,571.0775,NA
KOR,2010,1996.0,641.2272,NA
KOR,2010,1997.0,669.7538,NA
KOR,2010,1998.0,652.5871,NA
KOR,2010,1999.0,759.6593,NA
KOR,2010,2e3,831.826,NA
KOR,2010,2001.0,968.6293,NA
KOR,2010,2002.0,1001.7548,NA
KOR,2010,2003.0,1100.1015,NA
KOR,2010,2004.0,1160.5523,NA
KOR,2010,2005.0,1287.7107,NA
KOR,2010,2006.0,1455.1477,NA
KOR,2010,2007.0,1578.6684,NA
KOR,2010,2008.0,1660.3987,NA
KOR,2010,2009.0,1813.1674,NA
KOR,2010,2010.0,1951.3258,NA
KOR,2010,2011.0,2031.3198,NA
KOR,2010,2012.0,2112.3831,NA
KOR,2010,2013.0,2227.8274,NA
KOR,2010,2014.0,2379.9712,NA
KOR,2010,2015.0,2480.2836,P
AUS,2010,1971.0,982.3137,NA
AUS,2010,1972.0,989.9003,NA
AUS,2010,1973.0,1007.0003,NA
AUS,2010,1974.0,1138.423,NA
AUS,2010,1975.0,1299.7468,NA
AUS,2010,1976.0,1337.0718,NA
AUS,2010,1977.0,1403.1552,NA
AUS,2010,1978.0,1410.1761,NA
AUS,2010,1979.0,1410.7119,NA
AUS,2010,1980.0,1440.4453,NA
AUS,2010,1981.0,1467.8877,NA
AUS,2010,1982.0,1475.0446,NA
AUS,2010,1983.0,1508.2358,NA
AUS,2010,1984.0,1561.121,NA
AUS,2010,1985.0,1617.1644,NA
AUS,2010,1986.0,1688.0412,NA
AUS,2010,1987.0,1712.2838,NA
AUS,2010,1988.0,1736.7152,NA
AUS,2010,1989.0,1783.3481,NA
AUS,2010,1990.0,1853.1596,NA
AUS,2010,1991.0,1920.2033,NA
AUS,2010,1992.0,1994.4415,NA
AUS,2010,1993.0,2060.3732,NA
AUS,2010,1994.0,2129.3472,NA
AUS,2010,1995.0,2202.176,NA
AUS,2010,1996.0,2307.517,NA
AUS,2010,1997.0,2392.0429,NA
AUS,2010,1998.0,2543.6197,D
AUS,2010,1999.0,2646.7086,D
AUS,2010,2e3,2767.6725,D
AUS,2010,2001.0,2872.3738,D
AUS,2010,2002.0,2999.5093,D
AUS,2010,2003.0,3090.6573,D
AUS,2010,2004.0,3240.3186,D
AUS,2010,2005.0,3242.9106,D
AUS,2010,2006.0,3323.2565,D
AUS,2010,2007.0,3415.193,D
AUS,2010,2008.0,3494.4375,D
AUS,2010,2009.0,3629.7041,D
AUS,2010,2010.0,3607.3407,D
AUS,2010,2011.0,3738.1767,D
AUS,2010,2012.0,3831.3635,D
AUS,2010,2013.0,3901.7343,D
AUS,2010,2014.0,4009.8881,DE
AUS,2010,2015.0,4164.2213,DE
MEX,2010,1990.0,505.5678,D
MEX,2010,1991.0,557.5118,D
MEX,2010,1992.0,609.8756,D
MEX,2010,1993.0,634.2963,D
MEX,2010,1994.0,652.7527,D
MEX,2010,1995.0,587.714,D
MEX,2010,1996.0,553.3215,D
MEX,2010,1997.0,598.4016,D
MEX,2010,1998.0,631.4867,D
MEX,2010,1999.0,662.6147,D
MEX,2010,2e3,689.5147,D
MEX,2010,2001.0,736.5952,D
MEX,2010,2002.0,754.4262,D
MEX,2010,2003.0,830.7156,B
MEX,2010,2004.0,870.4653,NA
MEX,2010,2005.0,868.577,NA
MEX,2010,2006.0,869.6953,NA
MEX,2010,2007.0,902.7412,NA
MEX,2010,2008.0,911.058,NA
MEX,2010,2009.0,932.4925,NA
MEX,2010,2010.0,938.9105,NA
MEX,2010,2011.0,913.3644,NA
MEX,2010,2012.0,965.2803,NA
MEX,2010,2013.0,979.9064,NA
MEX,2010,2014.0,944.3196,B
MEX,2010,2015.0,972.1045,E
ISR,2010,1975.0,687.5623,NA
ISR,2010,1976.0,773.9488,NA
ISR,2010,1977.0,862.3993,NA
ISR,2010,1978.0,978.0838,NA
ISR,2010,1979.0,1099.545,NA
ISR,2010,1980.0,1106.423,NA
ISR,2010,1981.0,1109.3591,NA
ISR,2010,1982.0,1121.3554,NA
ISR,2010,1983.0,1213.6878,NA
ISR,2010,1984.0,1463.6916,NA
ISR,2010,1985.0,1114.3894,NA
ISR,2010,1986.0,1064.7676,NA
ISR,2010,1987.0,1140.0856,NA
ISR,2010,1988.0,1198.6498,NA
ISR,2010,1989.0,1272.1907,NA
ISR,2010,1990.0,1244.5814,NA
ISR,2010,1991.0,1203.9738,NA
ISR,2010,1992.0,1305.82,NA
ISR,2010,1993.0,1358.864,NA
ISR,2010,1994.0,1524.3042,NA
ISR,2010,1995.0,1540.9732,NA
ISR,2010,1996.0,1613.0248,NA
ISR,2010,1997.0,1668.5784,NA
ISR,2010,1998.0,1683.9816,NA
ISR,2010,1999.0,1628.6461,NA
ISR,2010,2e3,1731.985,NA
ISR,2010,2001.0,1802.3905,NA
ISR,2010,2002.0,1746.3998,NA
ISR,2010,2003.0,1723.6955,NA
ISR,2010,2004.0,1762.0028,NA
ISR,2010,2005.0,1827.5507,NA
ISR,2010,2006.0,1850.0258,NA
ISR,2010,2007.0,1919.0778,NA
ISR,2010,2008.0,1966.125,NA
ISR,2010,2009.0,1966.5113,NA
ISR,2010,2010.0,2025.5808,NA
ISR,2010,2011.0,2085.0105,NA
ISR,2010,2012.0,2138.5689,NA
ISR,2010,2013.0,2259.7685,BDP
ISR,2010,2014.0,2319.2332,DP
ISR,2010,2015.0,2292.3219,DE
CHE,2010,1970.0,1672.2598,NA
CHE,2010,1971.0,1808.617,NA
CHE,2010,1972.0,1840.0689,NA
CHE,2010,1973.0,1909.8974,NA
CHE,2010,1974.0,2058.5251,NA
CHE,2010,1975.0,2175.9491,NA
CHE,2010,1976.0,2233.4705,NA
CHE,2010,1977.0,2293.6911,NA
CHE,2010,1978.0,2306.4702,NA
CHE,2010,1979.0,2392.3016,NA
CHE,2010,1980.0,2505.0154000000002,NA
CHE,2010,1981.0,2554.0175,NA
CHE,2010,1982.0,2557.1418,NA
CHE,2010,1983.0,2699.0504,NA
CHE,2010,1984.0,2677.8657,NA
CHE,2010,1985.0,2765.2105,NA
CHE,2010,1986.0,2871.506,NA
CHE,2010,1987.0,2981.6448,NA
CHE,2010,1988.0,3076.9371,NA
CHE,2010,1989.0,3194.6702,NA
CHE,2010,1990.0,3251.551,NA
CHE,2010,1991.0,3442.2275,NA
CHE,2010,1992.0,3561.0551,NA
CHE,2010,1993.0,3556.6773,NA
CHE,2010,1994.0,3604.8755,NA
CHE,2010,1995.0,3752.1866,B
CHE,2010,1996.0,3906.0381,NA
CHE,2010,1997.0,3982.1448,NA
CHE,2010,1998.0,4142.3256,NA
CHE,2010,1999.0,4248.5318,NA
CHE,2010,2e3,4344.558,NA
CHE,2010,2001.0,4545.3768,NA
CHE,2010,2002.0,4706.3575,NA
CHE,2010,2003.0,4811.0269,NA
CHE,2010,2004.0,4928.0873,NA
CHE,2010,2005.0,4964.2494,NA
CHE,2010,2006.0,4906.6836,NA
CHE,2010,2007.0,4975.4899,NA
CHE,2010,2008.0,5100.4791,NA
CHE,2010,2009.0,5236.1522,NA
CHE,2010,2010.0,5371.4504,B
CHE,2010,2011.0,5485.8134,NA
CHE,2010,2012.0,5687.2677,NA
CHE,2010,2013.0,5818.7818,NA
CHE,2010,2014.0,5971.8173,NA
CHE,2010,2015.0,6062.2568,P
SWE,2010,1970.0,1168.3438,NA
SWE,2010,1971.0,1264.5827,NA
SWE,2010,1972.0,1311.8471,NA
SWE,2010,1973.0,1355.4941,NA
SWE,2010,1974.0,1450.5871,NA
SWE,2010,1975.0,1549.189,NA
SWE,2010,1976.0,1627.8297,NA
SWE,2010,1977.0,1773.2115,NA
SWE,2010,1978.0,1810.4277,NA
SWE,2010,1979.0,1848.868,NA
SWE,2010,1980.0,1953.5603,NA
SWE,2010,1981.0,1986.0949,NA
SWE,2010,1982.0,2031.7116,NA
SWE,2010,1983.0,2046.4383,NA
SWE,2010,1984.0,2079.5479,NA
SWE,2010,1985.0,2013.3008,NA
SWE,2010,1986.0,1997.8438,NA
SWE,2010,1987.0,2080.6575,NA
SWE,2010,1988.0,2099.4967,NA
SWE,2010,1989.0,2158.6983,NA
SWE,2010,1990.0,2182.6409,NA
SWE,2010,1991.0,2139.2097,NA
SWE,2010,1992.0,2184.6582,NA
SWE,2010,1993.0,2195.9112,B
SWE,2010,1994.0,2154.1985,NA
SWE,2010,1995.0,2203.4506,NA
SWE,2010,1996.0,2295.8033,NA
SWE,2010,1997.0,2304.9606,NA
SWE,2010,1998.0,2428.7845,NA
SWE,2010,1999.0,2541.0711,NA
SWE,2010,2e3,2656.362,NA
SWE,2010,2001.0,2916.3359,B
SWE,2010,2002.0,3088.2543,NA
SWE,2010,2003.0,3188.528,NA
SWE,2010,2004.0,3233.9575,NA
SWE,2010,2005.0,3318.2521,NA
SWE,2010,2006.0,3405.7841,NA
SWE,2010,2007.0,3458.3971,NA
SWE,2010,2008.0,3513.5332,NA
SWE,2010,2009.0,3553.986,NA
SWE,2010,2010.0,3543.5822,NA
SWE,2010,2011.0,4543.4803,B
SWE,2010,2012.0,4606.2456,NA
SWE,2010,2013.0,4693.0745,NA
SWE,2010,2014.0,4786.5334,P
SWE,2010,2015.0,4906.8583,P
CAN,2010,1970.0,1295.7665,NA
CAN,2010,1971.0,1390.037,NA
CAN,2010,1972.0,1430.5746,NA
CAN,2010,1973.0,1437.3807,NA
CAN,2010,1974.0,1442.2155,NA
CAN,2010,1975.0,1553.5575,B
CAN,2010,1976.0,1621.8955,NA
CAN,2010,1977.0,1653.0144,NA
CAN,2010,1978.0,1694.2938,NA
CAN,2010,1979.0,1711.5811,NA
CAN,2010,1980.0,1773.2352,NA
CAN,2010,1981.0,1867.9228,NA
CAN,2010,1982.0,1979.7332,NA
CAN,2010,1983.0,2057.1832,NA
CAN,2010,1984.0,2126.6136,NA
CAN,2010,1985.0,2209.266,NA
CAN,2010,1986.0,2306.182,NA
CAN,2010,1987.0,2351.3938,NA
CAN,2010,1988.0,2423.1176,NA
CAN,2010,1989.0,2500.3536,NA
CAN,2010,1990.0,2595.9141,NA
CAN,2010,1991.0,2714.7232,NA
CAN,2010,1992.0,2781.2469,NA
CAN,2010,1993.0,2788.8032,NA
CAN,2010,1994.0,2771.8514,NA
CAN,2010,1995.0,2720.2965,NA
CAN,2010,1996.0,2672.6873,NA
CAN,2010,1997.0,2753.7682,NA
CAN,2010,1998.0,2915.6411,NA
CAN,2010,1999.0,2963.8153,NA
CAN,2010,2e3,3058.155,NA
CAN,2010,2001.0,3219.9298,NA
CAN,2010,2002.0,3369.4221,NA
CAN,2010,2003.0,3458.5634,NA
CAN,2010,2004.0,3553.4721,NA
CAN,2010,2005.0,3619.4946,NA
